Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Play Store,https://play.google.com/store/apps/details?id=net.fagames.android.papumba.words&c=apps&hl=pt_BR,Primeiras Palavras Do Bebê,22 de set. de 2022,Gratuito,1 mi+,autismo' 'estimulos',Livre,"Um jogo educativo criado especialmente para estimular o seu bebê, ou criança em idade pré-escolar, a aprender o vocabulário do cotidiano. É divertido, sem anúncios e perfeito para crianças entre 1 a 5 anos de idade.

 

Você pode acompanhar o aprendizado do seu bebê ou deixá-lo descobrir sozinho um mundo de brincadeiras e personagens divertidos. Este jogo simples e divertido é perfeito para apresentar o poder da aprendizagem aos seus filhos.

 

Com um simples toque na tela, o seu bebê poderá interagir com jogos divertidos que irão ajudá-lo a aprender vocabulário de objetos do cotidiano, além de cores, animais, números, partes do corpo humano e muito mais.

 

Sem anúncios, este jogo é ideal para pais e filhos jogarem e se divertirem juntos. É tão fácil jogar que até um bebê consegue fazer isso sem precisar da ajuda de um adulto.

 

★ DESTAQUES

- Mais de 100 palavras para aprender.

- Jogos super divertidos.

- Disponível em mais de 15 idiomas, incluindo o Português.

- Gráficos adoráveis e constantes atualizações gratuitas.

 

Experimente hoje mesmo e divirta-se vendo o seu bebê aprender e se divertir ao mesmo tempo!

 

Se você tiver alguma ideia para deixar este aplicativo ainda mais divertido e educativo, por favor, não hesite em nos contatar através do nosso site!

 

Site: www.papumba.com

Siga-nos no Facebook: https://www.facebook.com/papumbagames","4,5"
Play Store,https://play.google.com/store/apps/details?id=com.tellmewow.senior.brain.training&c=apps&hl=pt_BR,Treine o seu cérebro,4 de abr. de 2023,Gratuito,1 mi+,autismo' 'estimulos',Livre,"Estimule diferentes habilidades cognitivas enquanto se diverte.

Em ""Treine o seu cérebro"" encontrará uma série de jogos que o ajudarão a estimular diferentes áreas e que servirão de treino mental diário.

Este aplicativo é adequado para pessoas de todas as idades, tanto para os mais pequenos como para os idosos. O jogo é dividido em cinco categorias, cada uma associada a uma área cognitiva: memória, atenção, raciocínio, coordenação e habilidades visuoespaciais.

ESTIMULAÇÃO DE HABILIDADES COGNITIVAS

- Memória: estimula os sistemas de memória de curto prazo ou memória de trabalho.

- Atenção: estimula a concentração com exercícios que trabalham a atenção seletiva e sustentada e a atenção focada.

- Raciocínio: Exercícios de lógica para estimular a capacidade de pensar, processar e usar a informação para adquirir conhecimentos, compreender o mundo e tomar decisões adequadas.

- Coordenação: fortalece e otimiza a coordenação mão-olho e o tempo de reação.

- Percepção visual: estimula a capacidade de representar, analisar e manipular objetos mentalmente.

A concepção destes jogos tem sido efectuada em colaboração com especialistas em neurociências e psiquiatria, com o objectivo de criar conteúdos lúdicos e que, para além disso, sirvam de complemento aos tratamentos efectuados nos centros de saúde.

SOBRE TELLMEWOW

Tellmewow é uma empresa de desenvolvimento de jogos para celular especializada em fácil adaptação e usabilidade básica, o que torna os jogos ideais para pessoas mais velhas ou jovens que simplesmente querem jogar um jogo ocasional sem grandes complicações.

Se você tiver alguma sugestão de melhoria ou quiser se manter informado sobre os próximos jogos que vamos publicar, siga-nos em nossas redes sociais.

@tellmewow","4,7"
Play Store,https://play.google.com/store/apps/details?id=com.apptastico.cursodefisioterapia&c=apps&hl=pt_BR,Curso de fisioterapia,31 de dez. de 2022,Gratuito,,autismo' 'fisioterapia',Livre,"Quer aprender a aplicar a fisioterapia como método de reabilitação física?

Se você quer aprender os truques e dicas necessários para realizar uma boa sessão de fisioterapia, e até conseguir relaxar músculos e tendões com uma massagem suave, então este tutorial é para você.

O aplicativo ""Curso de Fisioterapia"" oferece um guia completo sobre o que fazer em diferentes situações e condições em que o corpo humano pode se encontrar, desde tensões gerais até dores musculares. Encontre uma solução para um determinado problema através de exercícios, explicações, massagens e automassagens de fácil compreensão e aplicação.

Você encontrará vários tópicos para aprender:

- Noções básicas de fisioterapia

- Qual é a sua função

- Ferramentas e técnicas necessárias

- Tecarterapia para reabilitação

- Ondas de choque

- Drenagem linfática

- Controle cinético

- Terapia manual

- Abordagem McKenzie

- Características e síndromes

- Terapia de Pompagem

Você não precisa ter experiência anterior, apenas uma conexão com a Internet e um grande amor pela medicina natural e boa vida saudável. Todas essas informações e muito mais, totalmente grátis!

Cada seção consiste em um texto descritivo detalhando os principais procedimentos de cada uma das técnicas manipulativas, acompanhado de imagens para ilustrar melhor esses processos. Assuma o controle de sua saúde, conheça o problema, entenda como ele pode afetá-lo e assuma o papel principal em seu bem-estar.

Você espera? Baixe este tutorial e divirta-se aprendendo técnicas de fisioterapia!",0
Play Store,https://play.google.com/store/apps/details?id=fisio.app.toolsfree&c=apps&hl=pt_BR,Fisio Tools,1 de jan. de 2022,Gratuito,50 mil+,autismo' 'fisioterapia',Livre,"Auxilia o profissional nos cálculos mais utilizados em Fisioterapia Respiratória e Ventilação Mecânica.

Agora com Gasometria e Ânion Gap.

Atenção: o aplicativo foi desenvolvido para uso em pacientes adultos, não sendo indicado e nem concebido para ser utilizado em pediatria.

Possibilidade de enviar o resultado por email. Facilitando a comunicação da equipe e o controle da evolução do paciente. (Utiliza o aplicativo padrão do usuário, é necessário uma conta de email configurada no aparelho).

Todas as funções possuem explicação sobre as fórmulas utilizadas.

>>> Remova os anúncios com a versão paga

    https://play.google.com/store/apps/details?id=fisio.app.tools

Funções Atuais:

- PaO2 ideal

- Relação P/F

- FiO2 Ideal

- Peso Predito

- Gradiente Alvéolo-Arterial de O2

- Pi e Pe Máximas

- IRRS (Índice de Tobin)

- Resistência de Vias Aéreas

- Complacência Estática

- Driving Pressure ou Pressão de Distensão

- Escala de Ramsay

- Escala de Glasgow

- Gasometria

- Ânion Gap

- Índice ROX

- Recrutabilidade Pulmonar e AOP

- Escala Hacor","4,9"
Play Store,https://play.google.com/store/apps/details?id=voeaplicativos.fisioterapia&c=apps&hl=pt_BR,Fisioterapia Simulados,14 de set. de 2022,Gratuito,5 mil+,autismo' 'fisioterapia',Livre,"Aplicativo com simulados para concursos públicos - Fisioterapia.

 ✅Principais funções do aplicativo:

✔ Praticar: pratique questões individuais - uma única questão é mostrada por vez;

✔ Simulados: faça simulados com múltiplas questões por tela;

✔ Filtro: filtre as questões que deseja ver por ""Banca"", ""Ano"" , ""Banca e Ano"" e por ""Palavras"";

✔ Filtro de palavras: crie manualmente filtros de palavras com os assuntos divulgados no edital da sua banca - os editais estão disponíveis para download no site da banca organizadora do seu concurso;

✔ Favoritas: pratique questões que você marcou como favoritas;

✔  Meus erros: refaça apenas as questões que você errou - ao acertá-las as questões são apagadas automaticamente da lista de erro.

✔  Pesquisa na web: clique sobre o texto de qualquer enunciado ou alternativa para fazer uma busca na web - refine a busca alterando o texto enviado ao seu navegador;

✔  Editais abertos: Consulte os editais - clique sobre eles para fazer uma pesquisa na web;

✔  Minhas Tentativas: reveja as tentativas dos simulados feitos ou praticados;

✔  Relatório: consulte o seu rendimento através de relatórios e veja a quantidade de questões disponíveis/resolvidas para cada área especifica selecionada;

✔  Comentário: comente questões e responda as questões comentadas por seus colegas;

✔  Pedidos de banca: não deixe de avisar caso sinta falta de alguma banca.  

✔  Fale conosco: mande uma mensagem para o nosso atendimento através do próprio aplicativo. Também estamos disponíveis pelo WhatsApp 54 981219015.

✔  Suporte técnico: no rodapé do menu principal você encontra o botão de ""Suporte"". Use sempre que precisar.  

✅ Quantidade de questões:

Fisioterapia: +1600;

⚠O aplicativo requer conexão com internet (WIFI/3G/4G/5G).

_________________

Atenção: este aplicativo é um serviço que reúne as questões das bancas específicas das provas de concursos de acesso público. As questões são referenciadas e podem ser consultadas nas fontes originais.","4,9"
Play Store,https://play.google.com/store/apps/details?id=com.meufilhoeoautismo&c=apps&hl=pt_BR,Meu Filho e o Autismo,2 de mar. de 2021,Gratuito,500+,autismo' 'fisioterapia',Livre,"Descubra tudo sobre o autismo, os profissionais qualificados, leis, orientações, etc.","4,9"
Play Store,https://play.google.com/store/apps/details?id=com.heliano.prontofisioapp&c=apps&hl=pt_BR,Prontofisio,11 de jan. de 2023,Gratuito,,autismo' 'fisioterapia',Livre,"A praticidade de ter todos seus

prontuários em suas mãos.

Registre os dados dos seus pacientes com diversas ferramentas para qualificar e valorizar a sua atuação profissional.

Tenha praticidade de enviar arquivos em PDF de todas suas avaliações.

Avaliações nas principais

áreas da fisioterapia

• Fisioterapia musculoesquelética

• Fisioterapia esportiva

• Fisioterapia geriátrica

• Fisioterapia pneumofuncional

• Fisioterapia neurofuncional

• Fisioterapia neuropediátrica

• Fisioterapia urogenital",0
Play Store,https://play.google.com/store/apps/details?id=com.id.concursosfisioterapia&c=apps&hl=pt_BR,Simulado Fisioterapia,12 de jan. de 2023,Gratuito,10 mil+,autismo' 'fisioterapia',Livre,"Este é um aplicativo para ajudar você nos estudos para os concursos de fisioterapia de maneira fácil e prática, de modo que você fique preparado para diversas provas.

Neste app, você encontrará:

[✔] Centenas de questões de diversas provas de concursos;

[✔] Simulados por matéria, banca, instituição e de modo aleatório;

[✔] Recursos como cronometro, estatísticas de desempenho dos simulados, revisão de questões erradas, entre outros;

[✔] Recursos para não repetir questões já respondidas corretamente;

[✔] Sem necessidade de cadastro;

Baixe o aplicativo e estude para concurso público respondendo diversas questões!

Estude para as matérias de fisioterapia geral, fisioterapia neurológica, hidroterapia, e várias outras. Aqui você encontrará simulados do Instituto Brasileiro de Formação e Capacitação (IBFC), Fundação VUNESP, Fundação FUNRIO, etc.","4,8"
Play Store,https://play.google.com/store/apps/details?id=br.com.webvisionsistema.testesespeciais&c=apps&hl=pt_BR,Testes Especiais para Fisioter,20 de jul. de 2021,Gratuito,50 mil+,autismo' 'fisioterapia',Livre,"O aplicativo Testes Especiais tem como objetivo auxiliar nos estudos de fisioterapia em ortopedia.

Testes Especiais para Fisioterapeutas! 

Os testes especiais são de suma importância e complementam a análise clínica, que identifica locais de dor e/ou alterações músculo - esqueléticas do corpo humano, assim o examinador tem precisão no diagnóstico cinético - funcional.

Ao longo do aplicativo possui vários testes especiais que auxilia o fisioterapeuta com imagens ilustrativas.

Para os fisioterapeutas o aplicativo possui  07 categorias, 52 testes especiais.

- Testes Especiais para Ombro.

    JOBER

    QUEDA DE BRAÇO

    PATTE

    GERBER

    APLEY

    PALM-UP-TEST

    YERGASON

    APREENSÃO DE LUXAÇÃO ANTERIOR

    APREENSÃO DE LUXAÇÃO POSTERIOR

    DAWBARN

    ESTIRAMENTO DO PLEXO BRAQUIAL

- Testes Especiais para Cotovelo.

    COZEN

    COZEN INVERSO

    ESTABILIDADE LIGAMENTAR

- Testes Especiais para Mão.

    TINEL

    PHALEN

    PHALEN INVERSO

    FINKELSTEIN

    FROMENT

    ALLEN

- Testes Especiais para Coluna.

    SINAL DE LASEGUE

    MILGRAM

    MANOBRA DE VALSAVA

    PATRICK OU FABERE

- Testes Especiais para Quadril.

    QUADRANTE OU RESIDUAL DO QUADRIL

    ELY

    OBER

    THOMAS

    TRENDELENBURG

    PIRIFORME

    PHELPS

    BURSITE TROCANTÉRICA

- Testes Especiais para Joelho.

    LACHMANN

    GAVETA ANTERIOR E POSTERIOR

    SLOCUM

    ESTRESSE EM VARO

    PIVO-SHIFT

    JERK-TEST

    JAKOB

    COMPRESSÃO PATELAR

    RANGIDO PATELAR ATIVO

    ZOLEN

- Testes Especiais para Tornozelo.

    HOMAN

    THOMPSON

    GAVETA ANTERIOR E POSTERIOR

    VARO E VALGO DO TORNOZELO

    GAVETA POSTERIOR DA FÍBULA

    ROTAÇÃO DO TALO

    PILLINGS

    MOBILIDADE SUBTALAR

    HIPEREXTENSÃO DO TORNOZELO E ARTELHOS

    QUEDA DO NAVICULAR

- Testes Neurológicos

- Glossário com termos voltado para a Fisioterapia.

Conheçam nossos testes.","4,4"
Play Store,https://play.google.com/store/apps/details?id=com.gorpaki.testesfisio&c=apps&hl=pt_BR,Testes Fisio,20 de abr. de 2021,Gratuito,10 mil+,autismo' 'fisioterapia',Livre,"Aplicativo destinado a Estudantes e Profissionais da Fisioterapia. Contendo 18 categorias e 104 testes usados para diagnosticar e diferenciar doenças em pacientes. Com o modo noturno, para você poder estudar durante a noite sem cansar a sua visão. 

Testes de exame físico fazem parte de uma forma geral do exame clínico. Realizados como teste de rastreamento e teste de diagnóstico. O objetivo dos testes no rastreamento é ajudar a excluir alguns dos diagnósticos possíveis, e o objetivo do teste diagnóstico é diferenciar um diagnóstico de outro.

1. TESTES PARA RADICULOPATIA CERVICAL; 

2. TESTES PARA TUMORES/ LESÕES CEREBRAIS FOCAIS OU MONO-HEMISFÉRICAS; 

3. TESTES PARA NEUROPATIA PERIFÉRICA;

4. TESTES PARA CONCUSSÃO OU SÍNDROME PÓS-CONCUSSÃO; 

5. TESTES PARA DOENÇAS DO REFLEXO DO NEURÔNIO MOTOR SUPERIOR;

6. TESTES PARA AVALIAÇÃO DOS NERVOS CRANIANOS;

7. TESTES PARA DOENÇAS DO REFLEXO DO NEURÔNIO MOTOR SUPERIOR OU COMPRESSÃO DA MEDULA ESPINAL (MIELOPATIA);

8. TESTES DOS REFLEXOS TENDINOSOS PROFUNDOS;

9. TESTES PARA DOENÇA DO NERVO PERIFÉRICO;

10. TESTE PARA DISTROFIA FACIOESCAPULOUMERAL;

11. TESTES PARA RUPTURA DO LIGAMENTO CRUZADO ANTERIOR (LCA) E INSTABILIDADE ROTACIONAL ANTERIOR;

12.	TESTES PARA RUPTURA DO LIGAMENTO CRUZADO POSTERIOR (LCP) E INSTABILIDADE ROTACIONAL POSTERIOR;

13. TESTES PARA DOR E DISFUNÇÃO SACROILÍACA;

14. TESTES DE EXAME FÍSICO PARA TORNOZELO E PÉ;

15. TESTES ESPECIAIS PARA PUNHO E MÃO;

16. TESTES DE LACERAÇÃO DO LÁBIO GLENOIDAL/ INSTABILIDADE; 

17. LACERAÇÃO/ IMPACTO DO MANGUITO ROTADOR;

18. TESTES DE IMPACTO.","4,9"
Play Store,https://play.google.com/store/apps/details?id=com.app.city.test.testOposFisioterapia&c=apps&hl=pt_BR,TestOpos Fisioterapia,3 de jan. de 2023,Gratuito,10 mil+,autismo' 'fisioterapia',Livre,"Prepare o programa de Fisioterapia com a melhor e mais completa ferramenta atualmente disponível no mercado:

- Totalmente gratuito (sem compras no interior).

- Mais de 20 testes.

- 400 perguntas.

- Simulação de exames.

- Perguntas continuamente atualizadas.

- Possibilidade de contestar uma pergunta.

- Duas maneiras de realizar o mesmo teste (modo de resposta instantânea ou modo de exame).

- Estatísticas dos testes realizados.

Aproveite nosso aplicativo sem custo e prepare a agenda de Fisioterapia","2,8"
Play Store,https://play.google.com/store/apps/details?id=app.wolt&c=apps&hl=pt_BR,Wolt: Fisio e Fortalecimento,25 de abr. de 2023,Gratuito,5 mil+,autismo' 'fisioterapia',Livre,"Reabilite, previna lesões e alivie suas dores.

Com mais de mil exercícios e programas com instruções completas, o Wolt é ideal para fisioterapeutas, profissionais de educação física, atletas, praticantes de atividades físicas e todos que desejam uma vida saudável, ativa e em movimento.

Você terá em qualquer lugar e a qualquer momento o que você precisa para aliviar dores, reabilitar ou prevenir lesões musculoesqueléticas, fortalecer seu corpo para o seu esporte ou tarefas da vida diária e te ajudar com os protocolos de tratamento e treinamento para seus alunos e pacientes. As funções do aplicativo permitem acessar de maneira fácil o exercício ou programa que você precisa para o seu diagnóstico, objetivo, esporte e muito mais.

Confira o que você encontrará na Wolt:

- Vídeos de exercícios com descrições completas

- Pesquisa inteligente com mais de 300 filtros para achar rapidamente o exercício ou programa

- Programas para uma série de diagnósticos 

- Programas de fortalecimento e prevenção de lesões para diversos esportes

- Criação personalizada de programas para os profissionais da saúde

- Compartilhamento de programas de profissionais para seus pacientes e alunos

Com os nossos exercícios, você terá acesso a informações detalhadas sobre o que precisará, como fazer o exercício corretamente, quais músculos serão trabalhados e o que deve ser evitado para uma execução perfeita. As instruções são completas e incluem especificações de ângulo, distância, posição e movimento, com termos técnicos explicados de maneira acessível ao público não profissional. 

PACIENTES, ALUNOS E ATLETAS

Alivie suas dores e melhore sua saúde e qualidade de vida.

Previna lesões e melhore seu desempenho nas atividades físicas com exercícios e programas de fortalecimento, mobilidade, estabilidade e potência. Receba os programas do seu fisioterapeuta, treinador ou professor diretamente no aplicativo com instruções completas para fazer em casa.

PROFISSIONAIS

Potencialize ao máximo a sua prática

Não perca mais tempo procurando exercícios e práticas na internet para os seus pacientes e alunos. Tenha em mãos uma plataforma completa de exercícios e reabilitação. Enriqueça seus atendimentos e aulas compartilhando suas prescrições diretamente para seus pacientes, alunos e atletas.

PREÇOS E TERMOS DA ASSINATURA

Wolt é gratuito para download. O uso completo requer uma assinatura ativa, disponível mensalmente ou anualmente. Novos clientes possuem acesso ao plano gratuito que conta com o acesso limitado a exercícios e programas. Clientes do plano gratuito podem receber gratuitamente os programas compartilhados pelos usuários assinantes. As assinaturas anuais são cobradas com a taxa anual total a partir da data da compra. Os usuários de assinatura mensal são cobrados por mês.

O pagamento será cobrado em seu cartão de crédito através de sua conta Google na confirmação da compra. A assinatura é renovada automaticamente, a menos que seja cancelada pelo menos 24 horas antes do final do período de assinatura. Não há aumento de preço na renovação.

As assinaturas podem ser gerenciadas e a renovação automática desativada nas configurações da conta no Google após a compra. Após a compra, não haverá reembolso de nenhuma parte não utilizada do prazo. Leia nossos Termos e Condições e Política de Privacidade completos: 

https://www.wolt.com.br/terms-and-conditions

https://www.wolt.com.br/privacy-policy

Não perca mais tempo e baixe o aplicativo Wolt agora mesmo para experimentar os benefícios de uma vida saudável e livre de dores.

Mais informações em: www.wolt.com.br","3,7"
Play Store,https://play.google.com/store/apps/details?id=com.app.zenfisio32&c=apps&hl=pt_BR,ZenFisio,12 de ago. de 2021,Gratuito,5 mil+,autismo' 'fisioterapia',Livre,"Sistema de gestão e marketing para clínicas e profissionais de Fisioterapia.

Sabemos que gerenciar uma clínica ou consultório de Fisioterapia é um grande desafio. Mas, ter a ajuda de um sistema de gestão e marketing completo e especializado, como o ZenFisio, faz toda a diferença! 

O APP do Sistema ZenFisio disponibiliza recursos fáceis de usar, feitos para tornar o seu trabalho mais organizado e produtivo:

• Agenda organizada por profissionais.

• Cadastro e histórico de pacientes.

• Registro de atendimentos de avaliação e evolução em prontuário eletrônico.

• Controle financeiro integrado aos atendimentos

• Relatórios gerenciais.

E MUITO mais!

Conte com o ZenFisio para tornar a sua rotina de trabalho mais prática!","4,4"
Play Store,https://play.google.com/store/apps/details?id=br.abamais.coleta&c=apps&hl=pt_BR,ABA+ Coleta de Dados,10 de abr. de 2023,Gratuito,1 mil+,autismo' 'intervenção',Livre,"Substitua o papel pelo registro digital: rápido, prático e seguro! Dê fim ao processo manual e moroso de inserção de dados em folhas de registros e planilhas.

O Aplicativo para coleta de dados das sessões possibilita o atendimento sem depender de Internet no momento da sessão.

O envio de coletas no aplicativo, se dará automaticamente com o portal online quando uma conexão com a Internet estiver disponível. Após isso, os gráficos de desempenho dos pacientes poderão ser acessados para realização de análises e tomada de decisões.

Possibilidade de registros de sessões pelos tutores/pais em casa e também pelos acompanhantes terapêuticos nas escolas. Ótima opção para atendimentos remotos, período de férias e atividades extras.

Funcionalidades:

- Registros em modo off-line

- Sincronização sob demanda com a nuvem;

- Visualização dos currículos e detalhes dos programas dos pacientes;

- Coleta de dados nos tipos de ensino: Tentativa Discreta, Análise de Tarefas e Ensino Naturalístico;

- Registro de comportamentos inadequados durante a sessão;

- Registro de reforçadores utilizados no atendimento;

- Registro de fatores externos e observações;

O ABA+ foi criado para o terapeuta gastar menos tempo manipulando dados e mais tempo com quem realmente importa: o seu paciente.","3,8"
Play Store,https://play.google.com/store/apps/details?id=com.realinterativa.abcparaautistas&c=apps&hl=pt_BR,ABC para Autistas,11 de jun. de 2020,Gratuito,5 mil+,autismo' 'intervenção',Livre,"0 jogo ABC para Autistas traz ganhos significativos no desenvolvimento de crianças em nível inicial de alfabetização pois proporciona um ambiente  imersivo de aprendizagem. 

Se utilizando de métodos amplamente testados e eficazes de organização e de condução do jogador a correta realização das tarefas, auxilia o aluno autista a superar dificuldades de aprendizagem e principalmente a manter a  concentração durante a atividade. Além disso a utilização do sensor giroscópico do aparelho como forma de movimentar o cursor de seleção, induz ao jogador desenvolver conceitos de lateralidade durante a interação.

MODOS DE VISUALIZAÇÃO

A aplicação permite escolher duas formas de visualização, de acordo com o grau de 

dificuldade motora e cognitiva do jogador:

- A visualização em tela cheia é indicada para se familiarizar com o modo de seleção entendendo o funcionamento do jogo e para quem não dispõe de um óculos de realidade virtual. 

- Já a visualização em modo VR (virtual reality) proporciona uma melhor experiência para o jogador que irá ter a sensação de adentrar ao ambiente em três dimensões. Para tal se faz necessário o uso de um óculos de realidade virtual  próprio para a inserção do aparelho celular.

OBSERVAÇÕES

- A aplicação é indicada para crianças com autismo moderado.

- Ao utilizar o jogo com o óculos sugere-se, num primeiro momento, estar sentado e pedir o auxílio de um adulto para ajudar na orientação espacial do jogador pois há um período de adaptação principalmente ao movimento de cabeça. 

- Para o correto funcionamento da aplicação é necessário que o aparelho possua giroscópio.

- A qualidade da visualização em modo VR depende da resolução da tela do celular.

- Poderá haver atrasos mínimos de atualização da imagem de acordo com a capacidade de processamento do dispositivo utilizado.","3,7"
Play Store,https://play.google.com/store/apps/details?id=com.teadimension.AgendaTEA2&c=apps&hl=pt_BR,Agenda de pictograma,1 de abr. de 2020,Gratuito,,autismo' 'intervenção',Livre,"A agenda do pictograma é um aplicativo para tablets e telefones celulares que pode ser usado para:

* Crie agendas com pictogramas e / ou texto para definir as atividades a serem realizadas durante cada dia. Isso é muito útil para estruturar rotinas.

* Antecipação de atividades, tão necessárias em algumas pessoas com TEA.

         * Sistema de comunicação entre a escola e a casa das atividades realizadas pela criança durante o dia.

         * Aprenda a temporalidade de um dia, pois as agendas são divididas em atividades durante a manhã, tarde e noite.

          * Aprenda um pouco de leitura, principalmente a associação de palavras com imagens. O aplicativo permite que você comece com pictogramas que possuem a palavra escrita e uma imagem representativa e, com o tempo, dependendo do aprendizado da criança na leitura, você pode deixar apenas o texto para que a criança o leia. O aplicativo permite que você coloque o texto em letras maiúsculas e minúsculas e, assim, siga a ordem na qual as letras são geralmente aprendidas

         * Também pode ser usado como um sistema de comunicação usando pictogramas.",0
Play Store,https://play.google.com/store/apps/details?id=vn.tientham.visualsupportforautism&c=apps&hl=pt_BR,"App4Autism - Timer, Visual Pla",22 de nov. de 2020,Gratuito,10 mil+,autismo' 'intervenção',Livre,"Gostaríamos de convidá-lo a seguir a página do App4Autism para atualizar notícias e tutoriais e conversar com nossa equipe https://www.facebook.com/app4autism/

O App4Autism nasceu da necessidade de ter uma ferramenta visual útil que tenha um formato compacto e esteja sempre disponível para gerenciar o comportamento de crianças e adolescentes com autismo. É uma ajuda eficaz para todas as crianças com autismo e transtorno de déficit de atenção e hiperatividade, bem como para suas famílias e professores. O App4Autism agora tem três idiomas: italiano, vietnamita e inglês.

Dentro do App4Autism, você pode acessar três ferramentas: Timer, Planejamento Visual (Agenda) e Economia de Tokens. O manual no aplicativo ajuda pais e professores a saber como usar as ferramentas com eficiência. Você pode levar imagens e áudios para trabalhar com seu filho a partir do armazenamento do dispositivo para atender aos interesses e personagens da criança.

Timer torna a passagem do tempo visível, explorando uma força que caracteriza as pessoas com autismo, ou seja, a capacidade visuoespacial. Este cronômetro visual também facilita o ensino, pois cada atividade é caracterizada por um momento de início e fim e facilita a passagem de uma atividade para outra.

Esta ferramenta de cronômetro foi projetada para fornecer aos usuários flexibilidade na personalização e edição para adaptar suas várias finalidades. Na verdade, você pode inserir fotos tiradas no momento atual através da câmera do dispositivo ou selecioná-las (por exemplo, fotos de objetos/salas/pessoas/elementos importantes para a criança) do seu dispositivo. É importante ressaltar que o Timer permite que você insira áudios agradáveis e interessantes do seu dispositivo para exibição na fase de parabéns.

Além disso, a inovação do cronômetro é a possibilidade de mostrar um limite previsível e concreto do tempo restante para realizar uma atividade (a imagem da atividade atual desaparece gradualmente, respeitando seu fluxo de tempo), ou torná-lo previsível e concreto quanto tempo necessário para esperar antes de desfrutar de uma atividade apreciativa (a imagem da atividade apreciativa aparece gradualmente respeitando o fluxo do tempo). Por fim, a criança vai curtir a atividade apreciativa com áudio e animação agradável.

O Planejamento Visual é uma agenda concreta e visual da sequência de atividades que ocorrerão ao longo do tempo para aumentar a previsibilidade e reduzir a incerteza. É possível definir uma sequência de atividades durante um período limitado do dia, por exemplo, durante a sessão de terapia da fala (ou seja, Planejamento de Atividades), durante o dia (Atividade Diária), durante a semana (Planejamento Semanal) ou para observar eventos importantes no mês (Planejamento Mensal). O Visual Planning é uma ferramenta personalizável e fácil de usar, que permite aos usuários editar qualquer elemento de forma rápida, clara e estrutural.

Para o planejamento de atividades, você tem a oportunidade de construí-lo junto com a criança, selecionando o número de atividades e, em seguida, selecionando imagens das atividades que ela pode escolher. Dois sinais visuais (cor e símbolo) indicam de quem é a vez de escolher a atividade (criança ou você).

O planejamento semanal permite representar graficamente a sucessão de dias da semana com o suporte de códigos de cores personalizáveis. Isso permite unificar os códigos de cores com diferentes contextos (escola, parque, terapia etc.).

O planejamento mensal usando o calendário suporta a representação gráfica da passagem do tempo através da possibilidade de riscar o dia de folga para ajudar a criança a gerenciar a espera pela ocorrência de um evento desejado.

O Token Economy é um programa comportamental flexível e eficaz para motivar as crianças a realizar uma habilidade de forma independente e aumentar a frequência do comportamento apropriado. A ferramenta permite que você defina claramente o prêmio final por meio de uma foto tirada pela câmera ou pelo seu dispositivo. Escolha o tipo de ""Token"" mais cativante para a criança entre alguns designs já disponíveis no aplicativo. O Token Economy oferece a capacidade de baixar imagens ""token"" que você deseja da Internet. Você também pode escolher quantos ""tokens"" são necessários para alcançar o prêmio.","3,4"
Play Store,https://play.google.com/store/apps/details?id=br.com.kaibatech.kids&c=apps&hl=pt_BR,Aprenda Brincando - Autismo,13 de ago. de 2022,Gratuito,5 mil+,autismo' 'intervenção',Livre,"Aprenda números, letras, formas, cores, partes do corpo humano, profissões, animais, dias da semana, meses, meios de transporte. Tudo em português, para que seu filho autista, ou não, aprenda em quanto esta no celular.","3,8"
